Exenatide	DPP4
Exenatide	ALB
Mecasermin	IGF1R
Mecasermin	IGFBP3
Mecasermin	INSR
Mecasermin	IGF2R
Mecasermin	IGFBP3
Mecasermin	IGFALS
Mecasermin	IGFBP1
Mecasermin	IGFBP2
Mecasermin	IGFBP4
Mecasermin	IGFBP5
Mecasermin	IGFBP6
Pramlintide	CALCR
Pramlintide	RAMP1
Pramlintide	RAMP2
Pramlintide	RAMP3
Galsulfase	PLIN3
Nelarabine	POLA1
Nelarabine	ADA
Nelarabine	DCK
Nelarabine	DGUOK
Abatacept	CD80
Abatacept	CD86
Carbetocin	OXTR
Lumiracoxib	PTGS2
Lumiracoxib	PTGS1
Lumiracoxib	CYP2C9
Lumiracoxib	CYP2C19
Lumiracoxib	UGT1A9
Lumiracoxib	CYP1A2
Tetracosactide	MC2R
Corticotropin	MC2R
Corticotropin	CRH
Corticotropin	HSD3B2
Corticotropin	CYP27B1
Corticotropin	CYP24A1
Corticotropin	CYP3A4
Fenoterol	ADRB2
Fenoterol	ADRB1
Fenoterol	ADRB3
Glisoxepide	KCNJ8
Glisoxepide	CYP2C9
Pirbuterol	ADRB2
Pirbuterol	ADRB1
Bismuth subsalicylate	ALB
Bismuth subsalicylate	TF
Bevantolol	ADRB1
Bevantolol	ADRB2
Bevantolol	ADRA1A
Bevantolol	CYP2D6
Glucosamine	TNF
Glucosamine	MMP9
Glucosamine	NFKB2
Glucosamine	IFNG
Glucosamine	csn
Practolol	ADRB1
Practolol	CYP2D6
Sulfacytine	folP
Rolitetracycline	rpsI
Oxtriphylline	PDE3A
Oxtriphylline	PDE4A
Oxtriphylline	ADORA2A
Oxtriphylline	ADORA1
Oxtriphylline	HDAC2
Oxtriphylline	CYP1A2
Oxtriphylline	SLC22A7
Insulin aspart	INSR
Insulin aspart	IGF1R
Insulin aspart	CYP1A2
Insulin detemir	INSR
Insulin detemir	IGF1R
Insulin detemir	CYP1A2
Insulin detemir	ALB
Insulin glulisine	INSR
Insulin glulisine	IGF1R
Insulin glulisine	CYP1A2
Fosamprenavir	pol
Fosamprenavir	CYP3A4
Fosphenytoin	SCN5A
Fosphenytoin	CYP2C9
Fosphenytoin	CYP2C19
Fosphenytoin	CYP3A4
Fosphenytoin	CYP2B6
Fosphenytoin	CYP1A2
Fosphenytoin	UGT1A6
Fosphenytoin	UGT1A9
Fosphenytoin	ALB
Fosphenytoin	SERPINA7
Josamycin	rplD
St. John's Wort	CYP3A4
St. John's Wort	CYP2D6
St. John's Wort	CYP2C19
St. John's Wort	ABCB1
Polythiazide	SLC12A3
Polythiazide	ALB
Polythiazide	SLC22A6
Polythiazide	SLC22A8
Quinethazone	CA1
Quinethazone	CA2
Quinethazone	SLC12A1
Quinethazone	SLC12A2
Quinethazone	SLC12A3
Cefamandole	pbpA
Cefamandole	SLC22A6
Cefamandole	SLC22A8
Cefamandole	SLC22A11
Cefamandole	SLC22A7
Cefazolin	mrcA
Cefazolin	mrcB
Cefazolin	pbpC
Cefazolin	mrdA
Cefazolin	ftsI
Cefazolin	PON1
Cefazolin	IL15
Cefazolin	IL2
Cefazolin	TPMT
Cefazolin	ALB
Cefazolin	ABCC4
Cefazolin	SLC22A6
Cefazolin	SLC22A8
Cefazolin	SLC22A11
Cefonicid	mrcA
Cefonicid	ftsI
Cefonicid	mrcB
Cefonicid	dacB
Cefonicid	mrdA
Cefonicid	ALB
Cefoperazone	ftsI
Cefoperazone	mrcB
Cefoperazone	mrdA
Cefoperazone	mrcA
Cefoperazone	ponB
Cefoperazone	dacC
Cefoperazone	mrcA
Cefoperazone	dacA
Cefoperazone	dacB
Cefoperazone	ALB
Cefoperazone	SLC22A6
Cefoperazone	SLC22A8
Cefoperazone	SLC22A11
Cefoperazone	SLC22A7
Cefotetan	pbp3
Cefotetan	ALB
Cefoxitin	dacC
Cefoxitin	dacA
Cefoxitin	pbpG
Cefoxitin	dacB
Cefoxitin	mrcA
Cefoxitin	mrcB
Cefoxitin	ftsI
Cefoxitin	pbp3
Cefoxitin	pbp1b
Cefoxitin	pbp2a
Cefoxitin	pbpA
Cefoxitin	penA
Cefoxitin	penP
Ceftizoxime	mrcA
Ceftizoxime	mrcB
Ceftizoxime	dacC
Ceftizoxime	SLC15A1
Ceftizoxime	SLC22A6
Ceftizoxime	SLC22A8
Cefradine	mrcA
Cefradine	CYP3A4
Cefradine	SLC22A5
Cefradine	SLC15A1
Cefradine	SLC15A2
Cefradine	SLC22A6
Cefradine	SLC47A1
Metocurine	CHRNA2
Metocurine	CHRM2
Pancuronium	CHRNA2
Pancuronium	CHRM2
Pancuronium	CHRM3
Pancuronium	BCHE
Pancuronium	SLC22A1
Pancuronium	SLC22A2
Pipecuronium	CHRNA2
Pipecuronium	CHRM2
Pipecuronium	CHRM3
Pipecuronium	BCHE
Vecuronium	CHRNA2
Vecuronium	ABCB1
Cilazapril	ACE
Cilazapril	ABCB1
Cilazapril	SLC15A1
Cilazapril	SLC15A2
Dihydroquinidine barbiturate	GABRA1
Forasartan	AGTR1
Potassium cation	ATP1A1
Quinidine barbiturate	GABRA1
Quinidine barbiturate	GABRA2
Quinidine barbiturate	SCN5A
Quinidine barbiturate	KCNK1
Quinidine barbiturate	GRIA2
Saprisartan	AGTR1
Spirapril	ACE
Spirapril	SLC15A1
Spirapril	SLC15A2
Tasosartan	AGTR1
Tasosartan	AGTR2
Tasosartan	CYP3A4
Amobarbital	GABRA1
Amobarbital	GABRA2
Amobarbital	GABRA3
Amobarbital	GABRA4
Amobarbital	GABRA5
Amobarbital	GABRA6
Amobarbital	CHRNA4
Amobarbital	CHRNA7
Amobarbital	GRIA2
Amobarbital	GRIK2
Aprobarbital	GABRA1
Aprobarbital	GABRA2
Aprobarbital	GABRA3
Aprobarbital	GABRA4
Aprobarbital	GABRA5
Aprobarbital	GABRA6
Aprobarbital	CHRNA4
Aprobarbital	CHRNA7
Aprobarbital	GRIA2
Aprobarbital	GRIK2
Aprobarbital	CYP3A4
Butobarbital	GABRA1
Butobarbital	GABRA2
Butobarbital	GABRA3
Butobarbital	GABRA4
Butobarbital	GABRA5
Butobarbital	GABRA6
Butobarbital	CHRNA4
Butobarbital	CHRNA7
Butobarbital	GRIA2
Butobarbital	GRIK2
Heptabarbital	GABRA1
Heptabarbital	GABRA2
Heptabarbital	GABRA3
Heptabarbital	GABRA4
Heptabarbital	GABRA5
Heptabarbital	GABRA6
Heptabarbital	CHRNA4
Heptabarbital	CHRNA7
Heptabarbital	GRIA2
Heptabarbital	GRIK2
Hexobarbital	GABRA1
Hexobarbital	GABRA2
Hexobarbital	GABRA3
Hexobarbital	GABRA4
Hexobarbital	GABRA5
Hexobarbital	GABRA6
Hexobarbital	CHRNA4
Hexobarbital	CHRNA7
Hexobarbital	GRIA2
Hexobarbital	GRIK2
Hexobarbital	CYP2C19
Hexobarbital	CYP2C9
Hexobarbital	PTGS1
Lithium cation	GSK3B
Lithium cation	IMPA1
Lithium cation	IMPA2
Lithium cation	GRIA3
Mestranol	ESR1
Mestranol	CYP2C9
Mestranol	CYP3A4
Mestranol	CYP2C8
Penbutolol	ADRB1
Penbutolol	ADRB2
Penbutolol	HTR1A
Penbutolol	HTR1B
Penbutolol	CYP2D6
Penbutolol	ORM1
Ephedra sinica root	SLC6A3
Ephedra sinica root	SLC6A2
Ephedra sinica root	ADRA2A
Ephedra sinica root	ADRA2B
Ephedra sinica root	ADRA2C
Ephedra sinica root	MAOA
Ephedra sinica root	MAOB
Ephedra sinica root	ADRB1
Ephedra sinica root	ADRB2
Ephedra sinica root	ADRB3
Ephedra sinica root	SLC6A4
Ephedra sinica root	SLC18A2
Ephedra sinica root	SLC18A1
Ephedrine	SLC6A2
Ephedrine	ADRA1A
Ephedrine	ADRB1
Ephedrine	ADRB2
Ephedrine	BCHE
Ephedrine	ACHE
Ephedrine	ALB
Ephedrine	SLC18A2
Mephentermine	ADRA1A
Mephentermine	ADRA1B
Mephentermine	ADRA1D
Mephentermine	ADRA2A
Mephentermine	ADRA2B
Mephentermine	ADRA2C
Mephentermine	ADRB1
Mephentermine	ADRB2
Mephentermine	ADRB3
Procaterol	ADRB2
Rasagiline	MAOB
Rasagiline	BCL2
Rasagiline	CYP1A2
Quinupristin	rplJ
Quinupristin	rplV
Quinupristin	CYP3A4
Aluminium	TF
Aluminium	ATP1A1
Aluminium	KLK1
Aluminium	APP
Aluminium	ALB
Calcium	CACNA1C
Calcium	ATP2C1
Calcium	TNNC2
Calcium	TNNC1
Calcium	SPTBN1
Calcium	S100B
Calcium	CAST
Calcium	COMP
Calcium	CALM1
Calcium	AOC1
Calcium	S100A13
Calcium	ALPP
Calcium	S100A8
Calcium	S100A9
Calcium	S100A2
Calcium	CP
Calcium	BMP4
Calcium	MGP
Calcium	PCDH19
Calcium	PDCD6
Aluminium monostearate	TNNC1
Aluminium monostearate	VDAC1
Aluminium monostearate	VDAC2
Aluminium monostearate	VDAC3
Magnesium cation	ATP1A1
Cortisone acetate	NR3C1
Cortisone acetate	CYP3A4
Cortisone acetate	CYP3A5
Ginkgo biloba	SLC6A2
Ginkgo biloba	PLA2G2A
Ginkgo biloba	GLRA1
Ginkgo biloba	GABRA1
Ginkgo biloba	GABRB2
Ginkgo biloba	GABRG2
Ginkgo biloba	CYP2C9
Ginkgo biloba	CYP3A4
Glymidine	KCNJ1
Glymidine	ABCC8
Paramethasone	NR3C1
Paramethasone	CYP3A4
Paramethasone	CYP3A5
Paramethasone	SERPINA6
Mibefradil	CACNA1G
Mibefradil	CACNA1H
Mibefradil	CACNA1C
Mibefradil	CACNA1D
Mibefradil	CACNA1F
Mibefradil	CACNA1I
Mibefradil	CACNA1S
Mibefradil	CACNB1
Mibefradil	CACNB2
Mibefradil	CACNB3
Mibefradil	CACNB4
Mibefradil	CYP3A4
Mibefradil	CYP1A2
Mibefradil	CYP2D6
Mibefradil	CYP3A5
Mibefradil	CYP3A7
Mibefradil	CYP11B1
Mibefradil	CYP11B2
Mibefradil	ABCB1
Sodium bicarbonate	SLC4A4
Sodium bicarbonate	SLC4A7
Sodium bicarbonate	SLC4A8
Sodium bicarbonate	SLC4A5
Sodium bicarbonate	SLC4A10
Yohimbine	ADRA2A
Yohimbine	ADRA2B
Yohimbine	ADRA2C
Yohimbine	HTR1A
Yohimbine	HTR1B
Yohimbine	HTR1D
Yohimbine	DRD2
Yohimbine	DRD3
Yohimbine	HTR2A
Yohimbine	HTR2C
Yohimbine	KCNJ1
Yohimbine	KCNJ10
Yohimbine	KCNJ11
Yohimbine	KCNJ12
Yohimbine	KCNJ14
Yohimbine	KCNJ15
Yohimbine	KCNJ8
Yohimbine	HTR2B
Yohimbine	CYP2D6
Yohimbine	CYP3A4
Bezafibrate	PPARA
Bezafibrate	PPARD
Bezafibrate	PPARG
Bezafibrate	NR1I2
Bezafibrate	RXRA
Bezafibrate	RXRB
Bezafibrate	RXRG
Bezafibrate	CYP1A1
Bezafibrate	CYP2C8
Bezafibrate	CYP3A4
Bezafibrate	SLCO1B1
Colchicine	TUBB
Colchicine	CYP3A4
Colchicine	CYP2B6
Colchicine	CYP2C8
Colchicine	CYP2E1
Colchicine	ALB
Colchicine	ABCB1
Drospirenone	PGR
Drospirenone	NR3C2
Drospirenone	AR
Drospirenone	NR3C1
Drospirenone	PTGS2
Drospirenone	PON1
Drospirenone	CYP3A4
Digitoxin	ATP1A1
Digitoxin	CYP3A4
Digitoxin	CYP11A1
Digitoxin	ALB
Digitoxin	SLCO1A2
Digitoxin	SLCO4C1
Digitoxin	ABCB1
Magnesium salicylate	PTGS2
Magnesium salicylate	PTGS1
Magnesium salicylate	ALB
Salsalate	PTGS2
Salsalate	PTGS1
Neostigmine	ACHE
Neostigmine	BCHE
Choline magnesium trisalicylate	PTGS1
Choline magnesium trisalicylate	PTGS2
Methotrimeprazine	DRD2
Methotrimeprazine	DRD1
Methotrimeprazine	DRD5
Methotrimeprazine	DRD3
Methotrimeprazine	DRD4
Methotrimeprazine	HTR2A
Methotrimeprazine	HTR2C
Methotrimeprazine	HRH1
Methotrimeprazine	CHRM1
Methotrimeprazine	CHRM2
Methotrimeprazine	CHRM3
Methotrimeprazine	CHRM4
Methotrimeprazine	CHRM5
Methotrimeprazine	ADRA1A
Methotrimeprazine	ADRA1B
Methotrimeprazine	ADRA1D
Methotrimeprazine	ADRA2A
Methotrimeprazine	ADRA2B
Methotrimeprazine	ADRA2C
Methotrimeprazine	CYP2D6
Methotrimeprazine	CYP2E1
Ginseng	IL6
Ginseng	PTGS2
Ginseng	AHR
Temafloxacin	gyrA
Temafloxacin	parC
Temafloxacin	CYP1A2
Danazol	ESR1
Danazol	AR
Danazol	PGR
Danazol	GNRHR
Danazol	GNRHR2
Danazol	CCL2
Danazol	CYP19A1
Danazol	CYP3A4
Danazol	SHBG
Clenbuterol	ADRB2
Clenbuterol	ADRB1
Clenbuterol	ADRB3
Clenbuterol	NGF
Clenbuterol	TNF
Clenbuterol	CYP1A1
Bambuterol	ADRB2
Bambuterol	BCHE
Tiotropium	CHRM3
Tiotropium	CHRM1
Tiotropium	CHRM2
Tiotropium	CHRM4
Tiotropium	CHRM5
Tiotropium	CYP2D6
Tiotropium	CYP3A4
Tiotropium	SLC22A5
Tiotropium	SLC22A4
Ciclesonide	NR3C1
Ciclesonide	CYP3A4
Ciclesonide	CYP2D6
Ciclesonide	CES1
Ciclesonide	SERPINA6
Pranlukast	CYSLTR1
Pranlukast	TNF
Pranlukast	IL5
Pranlukast	RNASE3
Pranlukast	NFKB1
Pranlukast	MUC2
Pranlukast	CYP3A4
Pranlukast	CYP2C9
Pranlukast	ABCC2
Theobromine	ADORA1
Theobromine	ADORA2A
Theobromine	PDE4B
Theobromine	CYP1A2
Theobromine	CYP2E1
Cefepime	mrdA
Cefepime	ftsI
Cefepime	pbpB
Cefepime	pbpA
Cefepime	SLC22A5
Cefepime	SLC15A1
Cefepime	SLC15A2
Cefacetrile	mrcA
Cefacetrile	mrcB
Cefacetrile	SLC22A6
Cefacetrile	SLC22A8
Ceftibuten	ftsI
Ceftibuten	mrcA
Ceftibuten	mrcB
Ceftibuten	mrdA
Ceftibuten	SLC15A1
Ceftibuten	SLC15A2
Ceftibuten	SLC22A6
Ceftibuten	SLC22A8
Cefpodoxime	ftsI
Acenocoumarol	VKORC1
Acenocoumarol	CYP2C9
Acenocoumarol	CYP1A2
Acenocoumarol	CYP2C19
Acenocoumarol	CYP3A4
Acenocoumarol	ALB
Acenocoumarol	ORM1
Acenocoumarol	ABCB1
Antrafenine	PTGS1
Antrafenine	PTGS2
Testosterone propionate	AR
Testosterone propionate	COMT
Testosterone propionate	UGT1A1
Testosterone propionate	SRD5A1
Testosterone propionate	SRD5A2
Testosterone propionate	SRD5A3
Testosterone propionate	CYP3A4
Testosterone propionate	SHBG
Testosterone propionate	ALB
Testosterone propionate	ABCB1
Paromomycin	rpsJ
Nitroxoline	METAP2
Aminophenazone	CYP2C19
Aminophenazone	CYP1A2
Aminophenazone	CYP2C8
Aminophenazone	CYP2C9
Aminophenazone	CYP2D6
Aminophenazone	CYP3A4
Aminophenazone	CYP2C18
Aminophenazone	CYP17A1
Aminophenazone	SLC22A6
Alizapride	DRD2
Ajmaline	SCN5A
Ajmaline	ORM1
Amrinone	PDE3A
Amrinone	TNF
Amrinone	PDE3B
Amrinone	PDE4A
Amrinone	PDE4B
Amrinone	PDE4C
Amrinone	PDE4D
Oxybenzone	PGR
Oxybenzone	AR
Oxybenzone	ESR1
Oxybenzone	ESR2
Aprindine	SCN5A
Aprindine	CALM1
Aprindine	CYP2D6
Aprindine	ORM1
Almitrine	ATP1A1
Allylestrenol	PGR
Allylestrenol	ESR1
Methadyl acetate	OPRM1
Antipyrine	PTGS2
Antipyrine	PTGS1
Antipyrine	CYP2C8
Antipyrine	CYP2C9
Antipyrine	CYP1A2
Antipyrine	CYP2C19
Antipyrine	CYP3A4
Antipyrine	CYP2A6
Antipyrine	CYP2B6
Antipyrine	CYP2C18
Antipyrine	CYP2D6
Antipyrine	CYP2E1
Antipyrine	SLC22A6
Alfacalcidol	VDR
Alfacalcidol	CYP27B1
Alfacalcidol	RXRA
Alfacalcidol	GC
Glutethimide	GABRA1
Glutethimide	GABRA1
Glutethimide	GABRA2
Glutethimide	GABRA3
Glutethimide	GABRA4
Glutethimide	GABRA5
Glutethimide	GABRA6
Glutethimide	GABRB1
Glutethimide	GABRB2
Glutethimide	GABRB3
Glutethimide	GABRD
Glutethimide	GABRE
Glutethimide	GABRG1
Glutethimide	GABRG2
Glutethimide	GABRG3
Glutethimide	GABRP
Glutethimide	GABRQ
Glutethimide	CYP11A1
Phenazopyridine	SCN1A
3-Methylthiofentanyl	OPRM1
3-Methylthiofentanyl	OPRD1
3-Methylthiofentanyl	OPRK1
gamma-Hydroxybutyric acid	SLC52A2
gamma-Hydroxybutyric acid	GABRB1
gamma-Hydroxybutyric acid	SLC16A7
gamma-Hydroxybutyric acid	SLC16A1
gamma-Hydroxybutyric acid	SLC16A3
MMDA	HTR2A
MMDA	SLC6A3
MMDA	SLC6A4
MMDA	SLC6A2
MMDA	SLC18A2
MMDA	SLC18A1
MMDA	MAOA
MMDA	MAOB
Dimethylthiambutene	OPRM1
Dimethylthiambutene	OPRD1
Bufotenine	MAOA
Diamorphine	OPRM1
Diamorphine	OPRK1
Diamorphine	OPRD1
Diamorphine	CES1
Diamorphine	SERPINA7
Midomafetamine	SLC6A4
Midomafetamine	SLC18A2
Midomafetamine	SLC6A3
Midomafetamine	HTR2A
Midomafetamine	HTR2B
Midomafetamine	HTR2C
Midomafetamine	SLC6A2
Midomafetamine	CYP2D6
Midomafetamine	SLC6A2
Midomafetamine	SLC6A3
Midomafetamine	SLC6A4
5-androstenedione	CYP3A4
Fencamfamin	SLC6A3
Ethylmorphine	OPRM1
Ethylmorphine	CYP2D6
Ethylmorphine	POR
Ethylmorphine	CYP2B6
Ethylmorphine	CYP3A4
4-Methoxyamphetamine	SLC6A3
4-Methoxyamphetamine	SLC6A4
4-Methoxyamphetamine	SLC18A2
4-Methoxyamphetamine	ADRA1A
4-Methoxyamphetamine	ADRA2A
4-Methoxyamphetamine	MAOA
4-Methoxyamphetamine	MAOB
4-Methoxyamphetamine	CYP2D6
1-Testosterone	AR
Fenethylline	CYP1A2
Barbital	GABRA1
Barbital	GABRA2
Barbital	GABRA3
Barbital	GABRA4
Barbital	GABRA5
Barbital	GABRA6
Barbital	CHRNA4
Barbital	CHRNA7
Barbital	GRIA2
Barbital	GRIK2
Barbital	CYP3A4
Barbital	CYP2C19
Dimethyltryptamine	HTR6
Dimethyltryptamine	HTR2A
Dimethyltryptamine	SIGMAR1
Camazepam	GABRA1
Camazepam	GABRA2
Camazepam	GABRA3
Camazepam	GABRA4
Camazepam	GABRA5
Camazepam	GABRA6
Camazepam	GABRB1
Camazepam	GABRB2
Camazepam	GABRB3
Camazepam	GABRD
Camazepam	GABRE
Camazepam	GABRG1
Camazepam	GABRG2
Camazepam	GABRG3
Camazepam	GABRP
Camazepam	GABRQ
Camazepam	GABRA1
Camazepam	GABRA2
Camazepam	GABRA3
Camazepam	GABRA5
Camazepam	GABRG1
Camazepam	GABRG2
Camazepam	GABRG3
Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione	GABRA1
Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione	GABRA2
Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione	GABRA3
Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione	GABRA4
Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione	GABRA5
Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione	GABRA6
Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione	CHRNA4
Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione	CHRNA7
Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione	GRIA2
Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione	GRIK2
Etorphine	OPRM1
Etorphine	OPRD1
Etorphine	OPRK1
Etorphine	OPRL1
Etorphine	TRIM13
Etorphine	POMC
Delorazepam	GABRA1
Delorazepam	GABRA2
Delorazepam	GABRA3
Delorazepam	GABRA4
Delorazepam	GABRA5
Delorazepam	GABRA6
Delorazepam	GABRB1
Delorazepam	GABRB2
Delorazepam	GABRB3
Delorazepam	GABRD
Delorazepam	GABRE
Delorazepam	GABRG1
Delorazepam	GABRG2
Delorazepam	GABRG3
Delorazepam	GABRP
Delorazepam	GABRQ
Delorazepam	GABRA1
Delorazepam	GABRA2
Delorazepam	GABRA3
Delorazepam	GABRA5
Delorazepam	GABRG1
Delorazepam	GABRG2
Delorazepam	GABRG3
Tenocyclidine	GRIN3A
Tenocyclidine	GRIN3B
Tenocyclidine	GRIN2A
Tenocyclidine	GRIN2C
Tenocyclidine	GRIN2B
Tenocyclidine	GRIN2D
Tenocyclidine	CHRNA7
Carfentanil	OPRM1
Carfentanil	OPRD1
Carfentanil	OPRK1
Androstenedione	HSD17B1
Androstenedione	HSD3B1
Androstenedione	eryF
Androstenedione	AKR1C3
Androstenedione	CYP3A4
4-Bromo-2,5-dimethoxyphenethylamine	HTR2C
4-Bromo-2,5-dimethoxyphenethylamine	HTR2A
Boldenone	AR
Flunitrazepam	GABRA1
Flunitrazepam	GABRA2
Flunitrazepam	GABRA3
Flunitrazepam	GABRA4
Flunitrazepam	GABRA5
Flunitrazepam	GABRA6
Flunitrazepam	GABRB1
Flunitrazepam	GABRB2
Flunitrazepam	GABRB3
Flunitrazepam	GABRD
Flunitrazepam	GABRE
Flunitrazepam	GABRG1
Flunitrazepam	GABRG2
Flunitrazepam	GABRG3
Flunitrazepam	GABRP
Flunitrazepam	GABRQ
Flunitrazepam	GABRA1
Flunitrazepam	GABRA2
Flunitrazepam	GABRA3
Flunitrazepam	GABRA5
Flunitrazepam	GABRG1
Flunitrazepam	GABRG2
Flunitrazepam	GABRG3
Flunitrazepam	CYP2C19
Flunitrazepam	CYP2A6
Flunitrazepam	UGT2B7
Flunitrazepam	CYP2B6
Flunitrazepam	CYP2C9
Flunitrazepam	CYP3A4
Flunitrazepam	CYP2E1
Flunitrazepam	UGT1A1
Flunitrazepam	UGT1A3
Ethyl loflazepate	GABRA1
Ethyl loflazepate	GABRA2
Ethyl loflazepate	GABRA3
Ethyl loflazepate	GABRA4
Ethyl loflazepate	GABRA5
Ethyl loflazepate	GABRA6
Ethyl loflazepate	GABRB1
Ethyl loflazepate	GABRB2
Ethyl loflazepate	GABRB3
Ethyl loflazepate	GABRD
Ethyl loflazepate	GABRE
Ethyl loflazepate	GABRG1
Ethyl loflazepate	GABRG2
Ethyl loflazepate	GABRG3
Ethyl loflazepate	GABRP
Ethyl loflazepate	GABRQ
Ethyl loflazepate	GABRA1
Ethyl loflazepate	GABRA2
Ethyl loflazepate	GABRA3
Ethyl loflazepate	GABRA5
Ethyl loflazepate	GABRG1
Ethyl loflazepate	GABRG2
Ethyl loflazepate	GABRG3
Diprenorphine	OPRM1
Diprenorphine	OPRD1
Diprenorphine	OPRK1
Diprenorphine	TRIM13
Rolicyclidine	GRIN3A
Rolicyclidine	DRD2
Dihydrocodeine	CYP2D6
Dihydrocodeine	CYP3A4
Cloxazolam	GABRA1
Cloxazolam	GABRA2
Cloxazolam	GABRA3
Cloxazolam	GABRA4
Cloxazolam	GABRA5
Cloxazolam	GABRA6
Cloxazolam	GABRB1
Cloxazolam	GABRB2
Cloxazolam	GABRB3
Cloxazolam	GABRD
Cloxazolam	GABRE
Cloxazolam	GABRG1
Cloxazolam	GABRG2
Cloxazolam	GABRG3
Cloxazolam	GABRP
Cloxazolam	GABRQ
Cloxazolam	GABRA1
Cloxazolam	GABRA2
Cloxazolam	GABRA3
Cloxazolam	GABRA5
Cloxazolam	GABRG1
Cloxazolam	GABRG2
Cloxazolam	GABRG3
Bromazepam	GABRA1
Bromazepam	GABRA2
Bromazepam	GABRA3
Bromazepam	GABRA4
Bromazepam	GABRA5
Bromazepam	GABRA6
Bromazepam	GABRB1
Bromazepam	GABRB2
Bromazepam	GABRB3
Bromazepam	GABRD
Bromazepam	GABRE
Bromazepam	GABRG1
Bromazepam	GABRG2
Bromazepam	GABRG3
Bromazepam	GABRP
Bromazepam	GABRQ
Bromazepam	GABRA1
Bromazepam	GABRA2
Bromazepam	GABRA3
Bromazepam	GABRA5
Bromazepam	GABRG1
Bromazepam	GABRG2
Bromazepam	GABRG3
Bromazepam	CYP1A2
Bromazepam	CYP2C19
Bromazepam	CYP2E1
Clotiazepam	GABRA1
Clotiazepam	GABRA2
Clotiazepam	GABRA3
Clotiazepam	GABRA4
Clotiazepam	GABRA5
Clotiazepam	GABRA6
Clotiazepam	GABRB1
Clotiazepam	GABRB2
Clotiazepam	GABRB3
Clotiazepam	GABRD
Clotiazepam	GABRE
Clotiazepam	GABRG1
Clotiazepam	GABRG2
Clotiazepam	GABRG3
Clotiazepam	GABRP
Clotiazepam	GABRQ
Clotiazepam	GABRA1
Clotiazepam	GABRA2
Clotiazepam	GABRA3
Clotiazepam	GABRA5
Clotiazepam	GABRG1
Clotiazepam	GABRG2
Clotiazepam	GABRG3
Clotiazepam	CYP2B6
Clotiazepam	CYP2C18
Clotiazepam	CYP2C19
Clotiazepam	CYP3A4
Androstanedione	HSD17B1
Androstanedione	ksi
1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine	CYP2D6
Calusterone	AR
Dihydromorphine	OPRM1
Dihydromorphine	OPRD1
Dihydromorphine	OPRK1
Dihydromorphine	TRIM13
Dihydromorphine	POMC
Fludiazepam	GABRA1
Fludiazepam	GABRA2
Fludiazepam	GABRA3
Fludiazepam	GABRA5
Fludiazepam	GABRG1
Fludiazepam	GABRG2
Fludiazepam	GABRG3
Fludiazepam	GABRB1
Fludiazepam	GABRB2
Fludiazepam	GABRB3
Fludiazepam	GABRD
Fludiazepam	GABRE
Fludiazepam	GABRP
Fludiazepam	GABRR1
Fludiazepam	GABRR2
Fludiazepam	GABRR3
Formebolone	HSD11B2
3-Methylfentanyl	OPRM1
3-Methylfentanyl	OPRD1
3-Methylfentanyl	OPRK1
Dextroamphetamine	SLC18A2
Dextroamphetamine	SLC6A2
Dextroamphetamine	SLC6A3
Dextroamphetamine	TAAR1
Dextroamphetamine	ADRA1B
Dextroamphetamine	ADRA1A
Dextroamphetamine	ADRA1B
Dextroamphetamine	ADRA1D
Dextroamphetamine	ADRA2A
Dextroamphetamine	ADRA2B
Dextroamphetamine	ADRA2C
Dextroamphetamine	CYP2D6
Dextroamphetamine	tynA
Dextroamphetamine	SLC6A3
Metamfetamine	SLC6A3
Metamfetamine	SLC6A4
Metamfetamine	SLC6A2
Metamfetamine	SLC18A2
Metamfetamine	SLC18A1
Metamfetamine	TAAR1
Metamfetamine	ADRA2A
Metamfetamine	ADRA2B
Metamfetamine	ADRA2C
Metamfetamine	MAOA
Metamfetamine	MAOB
Metamfetamine	CYP2D6
Metamfetamine	SLC22A3
Metamfetamine	SLC22A5
Phendimetrazine	ADRA1A
