"","label","count","pgkb","drugbank"
"636","(celecoxib,cyclooxygenase-2)",258,0,1
"637","(clopidogrel,p2y12)",151,0,1
"638","(octreotide,igfbp-1)",31,0,0
"639","(pge2,igfbp-5)",16,0,0
"640","(ibandronate,rankl)",5,0,0
"641","(rc-160,nnos)",6,0,0
"642","(simvastatin,bcl-2)",21,0,0
"643","(curcumin,irak)",6,0,0
"644","(dexamethasone,gamma-glutamyltransferase)",9,0,0
"645","(chlorambucil,amyloidosis)",13,0,0
"646","(il-1ra,il-10)",81,0,0
"647","(methotrexate,mrp2)",14,0,0
"648","(il-2,cd40)",43,0,0
"649","(cimetidine,cyp1a2)",9,0,0
"650","(sorafenib,mcl-1)",31,0,0
"651","(prostacyclin,pgl2)",5,0,0
"652","(il-2,ap-1)",118,0,0
"653","(paroxetine,bdnf)",14,0,0
"654","(aldosterone,leu-enkephalin)",5,0,0
"655","(hyaluronan,inter-alpha-trypsin)",18,0,0
"656","(methotrexate,mrp4)",8,1,0
"657","(imatinib,cxcr4)",5,0,0
"658","(gm-csf,il-1ra)",21,0,0
"659","(n-acetyl-d-glucosamine,lectin)",45,0,0
"660","(tamoxifen,hoxb13)",15,0,0
"661","(everolimus,nets)",8,0,0
"662","(prostacyclin,pgis)",99,0,1
"663","(selegiline,cyp2b6)",8,1,0
"664","(il-2,bfgf)",12,0,0
"665","(clozapine,cyp1a2)",82,0,0
"666","(il-2,cd71)",9,0,0
"667","(misoprostol,cox-2)",9,0,0
"668","(ivermectin,p-gp)",22,1,0
"669","(exenatide,dpp-4)",10,0,0
"670","(dexamethasone,ppar-gamma)",7,0,0
"671","(pgi2,cox-2)",52,0,0
"672","(dexamethasone,cyp3a4)",28,0,0
"673","(il-2,cd69)",39,0,0
"674","(aldosterone,ctrp1)",9,0,0
"675","(eserine,cholinesterase)",35,0,0
"676","(sevoflurane,caspase-3)",7,0,0
"677","(everolimus,cyp3a)",10,0,0
"678","(tamoxifen,survivin)",13,0,0
"679","(g-csf,csf3r)",9,0,1
"680","(g-csf,cd11b)",23,0,0
"681","(doxorubicin,nadph)",14,0,0
"682","(clofibrate,ppar)",34,0,1
"683","(cytarabine,g-csf)",28,0,0
"684","(nadh,reticulum)",29,0,0
"685","(atorvastatin,nf-kappab)",16,0,0
"686","(rosiglitazone,pten)",21,0,0
"687","(hyaluronidase,ph-20)",41,0,0
"688","(fluorescein,cd45)",9,0,0
"689","(il-2,cd56)",148,0,0
"690","(octreotide,ghrelin)",16,0,0
"691","(il-2,cd54)",10,0,0
"692","(lansoprazole,cyp2c19)",115,1,0
"693","(creatine,igf-i)",6,0,0
"694","(sunitinib,pdgfr)",18,0,1
"695","(cyclophosphamide,ifn-gamma)",15,0,0
"696","(vasopressin,kallikrein)",21,0,0
"697","(trimethoprim,nadph)",11,0,0
"698","(creatine,glut4)",6,0,0
"699","(bortezomib,cip2a)",13,0,0
"700","(duloxetine,cyp2d6)",10,1,0
"701","(propranolol,egr1)",8,0,0
"702","(fk506,rotamase)",12,0,0
"703","(chlorpromazine,calmodulin)",115,0,0
"704","(hydralazine,ssao)",13,0,1
"705","(atra,gnt-v)",5,0,0
"706","(phenytoin,cyp2c19)",25,1,0
"707","(amd3100,cxcl12)",25,0,0
"708","(capsaicin,trpa1)",17,0,0
"709","(forskolin,gnrh)",26,0,0
"710","(indomethacin,akr1c3)",7,0,0
"711","(prednisolone,p-gp)",13,1,0
"712","(omeprazole,cyp2c19)",211,0,0
"713","(dexamethasone,eotaxin)",16,0,0
"714","(cyclosporin,cyp-d)",8,0,0
"715","(berberine,mmp-9)",11,0,0
"716","(betaine,igf-i)",5,0,0
"717","(capsaicin,calcitonin)",126,0,0
"718","(celecoxib,cox-1)",51,1,0
"719","(celecoxib,cox-2)",958,0,1
"720","(naltrexone,beta-endorphin)",39,0,0
"721","(temozolomide,top2a)",7,0,0
"722","(aminoglutethimide,p450scc)",12,0,1
"723","(abacavir,p-gp)",5,0,0
"724","(triacetyloleandomycin,cyp3a)",11,0,0
"725","(haloperidol,cyp3a4)",17,1,0
"726","(rosiglitazone,vldlr)",6,0,0
"727","(isoprenaline,mmp-9)",5,0,0
"728","(bisphosphonates,rankl)",16,0,0
"729","(clozapine,5-ht1c)",18,0,1
"730","(forskolin,cftr)",82,0,0
"731","(rapamycin,ogg1)",5,0,0
"732","(clozapine,5-ht1a)",29,0,1
"733","(glyburide,abca1)",14,0,1
"734","(fluvoxamine,cyp2d6)",30,1,0
"735","(simvastatin,statin)",123,0,0
"736","(carboplatin,vegf)",12,0,0
"737","(indomethacin,beta-catenin)",10,0,0
"738","(triflusal,nf-kappab)",9,0,1
"739","(estradiol,spinophilin)",5,0,0
"740","(metformin,mtor)",35,0,0
"741","(lovastatin,e-selectin)",10,0,0
"742","(naringenin,pon1)",7,0,0
"743","(rolipram,cd11b)",9,0,0
"744","(rosiglitazone,cyp3a4)",6,0,0
"745","(sevoflurane,p-selectin)",5,0,0
"746","(celecoxib,nfkappab)",6,0,0
"747","(rosiglitazone,ppar-gamma)",158,0,1
"748","(gm-csf,rankl)",10,0,0
"749","(colchicine,mefv)",12,0,0
"750","(bleomycin,ifn-beta)",5,0,0
"751","(pge2,inositol)",43,0,0
"752","(idarubicin,aida)",6,0,0
"753","(quinacrine,pla2)",73,0,1
"754","(arsenite,ikappabalpha)",8,0,0
"755","(doxorubicin,mtor)",6,0,0
"756","(prednisone,cholinesterase)",5,0,0
"757","(topotecan,ube3a)",6,0,0
"758","(prostacyclin,cyp8a1)",5,0,1
"759","(pge2,socs3)",11,0,0
"760","(fibrates,statin)",31,0,0
"761","(fluoroquinolones,copd)",5,0,0
"762","(estrone,udp-glucuronosyltransferase)",6,0,0
"763","(corticotropin,pro-opiomelanocortin)",8,0,0
"764","(l-leucine,lat1)",16,0,0
"765","(celecoxib,nag-1)",7,0,0
"766","(candesartan,pai-1)",7,0,0
"767","(genistein,phospholipase)",34,0,0
"768","(hyaluronan,habp)",16,0,0
"769","(risedronate,fpps)",7,1,1
"770","(etoposide,cyr61)",5,0,0
"771","(rapamycin,pc-3)",10,0,0
"772","(troglitazone,vegf)",11,0,0
"773","(panitumumab,kras)",45,1,0
"774","(hydroxyurea,il-13)",8,0,0
"775","(gm-csf,stat1)",10,0,0
"776","(gm-csf,stat3)",13,0,0
"777","(lmwh,tfpi)",25,0,0
"778","(cisplatin,habp1)",7,0,0
"779","(curcumin,nrf2)",31,0,0
"780","(diazepam,egr-1)",6,0,0
"781","(docetaxel,bcl-2)",45,0,1
"782","(glucosamine,lectin)",27,0,0
"783","(gemcitabine,mir-21)",9,0,0
"784","(cyclosporin,cyp3a)",9,1,0
"785","(phosphatidylserine,marcks)",12,0,0
"786","(pge2,inos)",54,0,0
"787","(vildagliptin,dpp4)",8,0,1
"788","(thymalfasin,tace)",8,0,0
"789","(gm-csf,lymphokine)",28,0,0
"790","(alfentanil,cyp3a5)",6,1,0
"791","(alfentanil,cyp3a4)",17,1,0
"792","(sulfaphenazole,cyp2c9)",32,0,0
"793","(pravastatin,lox-1)",6,0,0
"794","(troglitazone,adiponectin)",14,0,0
"795","(il-11,stat3)",39,0,0
"796","(genistein,fgf-2)",11,0,0
"797","(clozapine,tspo)",6,0,0
"798","(sulfonamides,dhps)",11,0,0
"799","(estradiol,igf-ii)",11,0,0
"800","(carnitine,acyltransferase)",95,0,0
"801","(naloxone,beta-endorphin)",255,0,0
"802","(oxytocin,rgs2)",10,0,0
"803","(gm-csf,stat5)",58,0,0
"804","(estradiol,apoe)",21,0,0
"805","(lapatinib,erbb)",6,1,1
"806","(rapamycin,reticulum)",7,0,0
"807","(dexamethasone,aqp1)",11,0,0
"808","(mivacurium,butyrylcholinesterase)",7,0,1
"809","(pazopanib,b-raf)",6,0,0
"810","(atra,cx43)",12,0,0
"811","(irap,il-1)",76,0,0
"812","(furosemide,nkcc1)",7,0,0
"813","(fibrates,sr-bi)",9,0,0
"814","(5-asa,sasp)",78,0,0
"815","(trastuzumab,her2)",916,1,1
"816","(metyrapone,cyp3a)",11,0,0
"817","(sucralfate,bfgf)",19,0,0
"818","(propranolol,ml-1)",22,0,0
"819","(carbamazepine,eaat3)",8,0,0
"820","(resveratrol,hif-1alpha)",14,0,0
"821","(gemcitabine,nf-kappab)",27,0,0
"822","(tenecteplase,alteplase)",41,0,0
"823","(hyaluronidase,neuraminidase)",14,0,0
"824","(staurosporine,timp-1)",6,0,0
"825","(plerixafor,cxcr4)",43,0,1
"826","(montelukast,cyp2c8)",29,0,0
"827","(pge2,rankl)",33,0,0
"828","(duloxetine,bdnf)",10,0,0
"829","(quinidine,p-gp)",59,1,0
"830","(hemin,prpc)",9,0,0
"831","(nadh,tnox)",20,0,0
"832","(ampicillin,ml-1)",15,0,0
"833","(dexamethasone,beta-induced)",11,0,0
"834","(coxibs,cyclooxygenase-2)",67,1,0
"835","(gentamicin,phospholipase)",15,0,0
"836","(curcumin,ap-1)",86,0,0
"837","(tamoxifen,sr-bi)",9,0,0
"838","(estradiol,sulfotransferase)",20,0,0
"839","(efalizumab,etanercept)",21,0,0
"840","(berberine,nat1)",6,0,0
"841","(raloxifene,vegf)",10,0,0
"842","(l-leucine,mtor)",10,0,0
"843","(triiodothyronine,apob)",6,0,0
"844","(nevirapine,cyp2b6)",22,0,0
"845","(doxorubicin,ampk)",9,0,0
"846","(epirubicin,p-gp)",7,0,0
"847","(suramin,egfr)",15,0,0
"848","(metronidazole,cyp3a)",10,0,0
"849","(fenofibrate,paraoxonase)",5,0,0
"850","(dexamethasone,mmp-2)",16,0,0
"851","(dexamethasone,mmp-3)",7,0,0
"852","(dexamethasone,mmp-9)",16,0,0
"853","(trimetrexate,dhfr)",13,0,1
"854","(urokinase,upar)",486,0,1
"855","(arsenite,hif-1)",6,0,0
"856","(dexamethasone,pla2)",45,0,0
"857","(efalizumab,lfa-1)",28,0,0
"858","(vinblastine,p-gp)",82,0,0
"859","(rosuvastatin,pcsk9)",7,0,0
"860","(thyroglobulin,factor-1)",12,0,0
"861","(creatine,ctnt)",33,0,0
"862","(nateglinide,pept1)",8,0,0
"863","(glcnac,mucin)",18,0,0
"864","(amiodarone,ncx1)",6,0,0
"865","(bleomycin,blmh)",8,1,0
"866","(propranolol,5-ht1b)",20,0,1
"867","(metformin,ampk)",379,1,1
"868","(propranolol,5-ht1a)",34,0,1
"869","(isoproterenol,il-1)",16,0,0
"870","(naloxone,lhrh)",29,0,0
"871","(aldosterone,osteopontin)",9,0,0
"872","(lamivudine,ifn-alpha)",44,0,0
"873","(creatine,ctni)",50,0,0
"874","(methacholine,copd)",20,0,0
"875","(gm-csf,jak2)",58,0,0
"876","(vasopressin,calmodulin)",12,0,0
"877","(octreotide,stat3)",6,0,0
"878","(pge2,stat3)",9,0,0
"879","(arsenite,nqo1)",7,0,0
"880","(rolipram,il-5)",7,0,0
"881","(fenofibrate,adiponectin)",8,0,0
"882","(gp120,lectin)",43,0,0
"883","(estradiol,hsd17b7)",6,0,0
"884","(clenbuterol,ml-1)",9,0,0
"885","(sumatriptan,5-ht1d)",81,0,1
"886","(acitretin,etanercept)",7,0,0
"887","(bortezomib,mcl-1)",15,0,0
"888","(sumatriptan,5-ht1b)",67,0,1
"889","(sumatriptan,5-ht1a)",11,0,1
"890","(gefitinib,rad51)",18,0,0
"891","(atorvastatin,tsp-1)",7,0,0
"892","(paclitaxel,stat3)",9,0,0
"893","(dexamethasone,ikappabalpha)",7,0,0
"894","(adalimumab,tace)",9,0,0
"895","(il-2,erk2)",21,0,0
"896","(cyclophosphamide,cyp3a4)",11,1,0
"897","(noradrenaline,calcitonin)",11,0,0
"898","(erlotinib,mtor)",6,0,0
"899","(ouabain,adenosinetriphosphatase)",7,0,0
"900","(clenbuterol,igf-i)",7,0,0
"901","(sevoflurane,ho-1)",8,0,0
"902","(phylloquinone,osteocalcin)",20,0,1
"903","(sildenafil,pde5a)",10,0,1
"904","(fenofibrate,tlr4)",10,0,0
"905","(apap,cyp3a4)",5,1,0
"906","(cefadroxil,pept2)",18,0,0
"907","(lansoprazole,bfgf)",6,0,0
"908","(pge2,cyclooxygenase-2)",106,0,0
"909","(carboplatin,gm-csf)",18,0,0
"910","(paclitaxel,egfr)",32,1,0
"911","(estradiol,bdnf)",24,0,0
"912","(gemfibrozil,cyp2c8)",30,0,0
"913","(cisplatin,rad51)",14,0,0
"914","(simvastatin,sr-bi)",6,0,0
"915","(dexamethasone,ap-1)",34,0,0
"916","(simvastatin,vegf)",29,0,0
"917","(muraglitazar,ppar)",12,0,0
"918","(melatonin,5-ht2a)",9,0,0
"919","(tnf-r2,traf2)",12,0,0
"920","(bortezomib,nf-kappab)",115,0,0
"921","(danazol,sulfatase)",11,0,0
"922","(erlotinib,egfr)",529,1,1
"923","(isoproterenol,creb)",14,0,0
"924","(d-tubocurarine,nachr)",16,0,0
"925","(et743,top1)",5,0,0
"926","(imatinib,egfr)",10,0,0
"927","(dexamethasone,bfgf)",14,0,0
"928","(rapamycin,her2)",7,0,0
"929","(resveratrol,vegf)",42,0,0
"930","(dexamethasone,cd38)",6,0,0
"931","(estradiol,beta-endorphin)",33,0,0
"932","(rolipram,creb)",18,0,0
"933","(fk506,bdnf)",7,0,0
"934","(dexamethasone,factor-1)",5,0,0
"935","(dexamethasone,sp-a)",37,0,0
"936","(dexamethasone,sp-c)",10,0,0
"937","(dexamethasone,sp-b)",38,0,0
"938","(dexamethasone,sp-d)",5,0,0
"939","(nadh,nicotinamide)",708,0,0
"940","(saha,hdac)",174,0,0
"941","(dexamethasone,iapp)",7,0,0
"942","(sn-38,ugt1a1)",62,0,0
"943","(genistein,pai-1)",23,0,0
"944","(diltiazem,ml-1)",9,0,0
"945","(perhexiline,cyp2d6)",23,1,0
"946","(bortezomib,caspase-3)",8,0,0
"947","(adomet,mat1a)",14,0,1
"948","(pentamidine,rgds)",7,0,0
"949","(propranolol,nadph)",7,0,0
"950","(aldosterone,ctgf)",8,0,0
"951","(lovastatin,p-gp)",9,1,0
"952","(curcumin,gadd153)",12,0,0
"953","(resveratrol,adiponectin)",6,0,0
"954","(ajmaline,herg)",10,0,0
"955","(curcumin,pla2)",5,0,0
"956","(imipramine,bdnf)",14,0,0
"957","(curcumin,mmp-9)",18,0,0
"958","(curcumin,mmp-2)",19,0,0
"959","(nelfinavir,cyp3a4)",8,0,0
"960","(gentamicin,caspase-3)",6,0,0
"961","(curcumin,mmp-3)",10,0,0
"962","(selegiline,mao-b)",131,0,1
"963","(dicoumarol,hsp90)",6,0,0
"964","(paclitaxel,her-2)",36,0,0
"965","(oltipraz,cyp2b6)",10,0,0
"966","(melatonin,gdnf)",13,0,0
"967","(resveratrol,egr-1)",12,0,0
"968","(vardenafil,abcb1)",9,0,0
"969","(aldosterone,inos)",7,0,0
"970","(cyclophosphamide,filgrastim)",31,0,0
"971","(selegiline,mao-a)",20,0,1
"972","(carbachol,gastrin)",45,0,0
"973","(metformin,resistin)",5,0,0
"974","(propofol,hif-1)",7,0,0
"975","(picrotoxin,glyrs)",15,0,0
"976","(nimesulide,aromatase)",5,0,0
"977","(il-2,p21ras)",22,0,0
"978","(digoxin,hif-1alpha)",5,0,0
"979","(chloroquine,phospholipase)",25,0,0
"980","(raltegravir,ugt1a1)",11,0,0
"981","(atra,il-10)",6,0,0
"982","(miconazole,aromatase)",8,0,0
"983","(benzbromarone,urat1)",8,0,0
"984","(albuterol,copd)",41,0,0
"985","(fk506,fkbp5)",15,0,0
"986","(budesonide,icam-1)",7,0,0
"987","(aldosterone,wnk4)",6,0,0
"988","(diethylcarbamazine,leukotriene)",10,0,0
"989","(n-acetylcysteine,egfr)",7,0,0
"990","(amlodipine,egfr)",10,0,0
"991","(melatonin,12-lox)",13,0,0
"992","(etodolac,cyclooxygenase-2)",15,0,1
"993","(midazolam,cyp3a)",238,1,0
"994","(omeprazole,gastrin)",228,0,0
"995","(progestogens,igf-i)",6,0,0
"996","(taxanes,mapt)",12,0,0
"997","(atra,gm-csf)",22,0,0
"998","(atorvastatin,pltp)",8,0,0
"999","(cyclophosphamide,lenograstim)",7,0,0
"1000","(estrone,aromatase)",119,0,0
"1001","(dexamethasone,fmlp)",11,0,0
"1002","(suramin,heparanase)",14,0,0
"1003","(talinolol,p-gp)",20,1,0
"1004","(tamoxifen,vegf)",53,0,0
"1005","(losartan,nf-kappab)",9,0,0
"1006","(fluconazole,cyp3a4)",16,0,0
"1007","(isoproterenol,phospholipase)",19,0,0
"1008","(isoniazid,nat2)",38,0,0
"1009","(hyaluronate,versican)",13,0,0
"1010","(rifampin,mrp2)",5,0,0
"1011","(pargyline,lsd1)",7,0,0
"1012","(hyaluronan,hyal2)",8,0,0
"1013","(exenatide,glp-1r)",10,0,1
"1014","(olanzapine,bdnf)",15,0,0
"1015","(docetaxel,mrp2)",5,0,0
"1016","(vasopressin,phospholipase)",79,0,0
"1017","(hydrocortisone,gm-csf)",6,0,0
"1018","(curcumin,ikappabalpha)",16,0,0
"1019","(atorvastatin,apoe)",14,0,0
"1020","(pentagastrin,calcitonin)",128,0,0
"1021","(disulfiram,aldh2)",15,0,1
"1022","(ciprofloxacin,cyp3a4)",5,0,0
"1023","(melatonin,igf-i)",10,0,0
"1024","(gefitinib,cyp3a4)",13,1,0
"1025","(methotrexate,leukotriene)",13,0,0
"1026","(amitriptyline,gdnf)",7,0,0
"1027","(verapamil,calcitonin)",6,0,0
"1028","(corticosteroids,inos)",5,0,0
"1029","(gp120,nf-kappab)",15,0,0
"1030","(prostacyclin,ppar)",10,0,0
"1031","(urokinase,u-par)",56,0,1
"1032","(atra,vegf)",32,0,0
"1033","(losartan,pai-1)",11,0,0
"1034","(curcumin,hif-1)",8,0,0
"1035","(indomethacin,cox2)",7,0,0
"1036","(dexamethasone,c-fms)",9,0,0
"1037","(l-dopa,zif-268)",5,0,0
"1038","(melatonin,cox-2)",12,0,0
"1039","(diclofenac,smct1)",7,0,0
"1040","(isoprenaline,cgrp)",14,0,0
"1041","(thyroxine,mrp2)",5,0,0
"1042","(capecitabine,larc)",16,0,0
"1043","(doxorubicin,xiap)",8,0,0
"1044","(rapamycin,ho-1)",21,0,0
"1045","(succinylcholine,bche)",30,1,0
"1046","(estradiol,lhrh)",65,0,0
"1047","(vigabatrin,swds)",11,0,0
"1048","(mifepristone,gnrh)",5,0,0
"1049","(aldosterone,egfr)",21,0,0
"1050","(cyclosporine,lymphokine)",17,0,0
"1051","(hydrocortisone,tlr2)",5,0,0
"1052","(arsenite,ap-1)",15,0,0
"1053","(fk506,icam-1)",8,0,0
"1054","(rimonabant,acat)",6,0,0
"1055","(nitroprusside,beta-galactosidase)",7,0,0
"1056","(il-11,interleukin-11)",23,0,0
"1057","(tanespimycin,hsp90)",13,0,0
"1058","(hyaluronidase,beta-glucuronidase)",18,0,0
"1059","(alefacept,lfa-3)",13,0,0
"1060","(chlorpromazine,phospholipase)",20,0,0
"1061","(melatonin,ml-1)",8,0,0
"1062","(carnitine,cact)",14,0,1
"1063","(imipramine,cyp2d6)",14,1,0
"1064","(berberine,ap-1)",12,0,0
"1065","(dexamethasone,osteocalcin)",13,0,0
"1066","(nitroprusside,cgrp)",11,0,0
"1067","(loratadine,cyp2d6)",7,0,0
"1068","(resveratrol,il-18)",7,0,0
"1069","(levodopa,comt)",176,1,0
"1070","(dexamethasone,g-csf)",36,0,0
"1071","(sn-38,udp-glucuronosyltransferase)",20,1,0
"1072","(rifampin,cyp3a)",39,0,0
"1073","(dexamethasone,rasd1)",7,0,0
"1074","(sulindac,egr-1)",13,0,0
"1075","(dydrogesterone,akr1c1)",8,0,0
"1076","(genistein,nf-kappab)",63,0,0
"1077","(pegaptanib,vegf)",58,0,0
"1078","(sildenafil,endothelin-1)",6,0,0
"1079","(calcitriol,cyp24)",19,0,0
"1080","(saha,waf1)",8,0,0
"1081","(dhea,g6pd)",29,0,0
"1082","(cangrelor,p2y12)",21,1,0
"1083","(docetaxel,cyp3a)",42,1,0
"1084","(azelastine,il-1)",5,0,0
"1085","(fenofibrate,statin)",38,0,0
"1086","(haloperidol,alpha-msh)",6,0,0
"1087","(cephalexin,pept1)",20,0,0
"1088","(il-2,ifn-gamma)",1352,0,0
"1089","(estradiol,ho-1)",9,0,0
"1090","(cisplatin,mkp-1)",14,0,0
"1091","(ara-c,p-gp)",12,0,0
"1092","(trifluoperazine,mcat)",6,0,0
"1093","(phenytoin,cyp3a4)",8,0,0
"1094","(gm-csf,stat5a)",5,0,0
"1095","(amd3100,g-csf)",35,0,0
"1096","(genistein,caspase-3)",18,0,0
"1097","(clotrimazole,cyp3a)",8,0,0
"1098","(minocycline,hmgb1)",6,0,0
"1099","(omeprazole,cyp3a4)",20,0,0
"1100","(metformin,stat3)",8,0,0
"1101","(pioglitazone,enos)",7,0,0
"1102","(metformin,glut1)",12,0,0
"1103","(pazopanib,vegf)",16,0,0
"1104","(il-2,m-csf)",30,0,0
"1105","(vanillin,nf-kappab)",9,0,0
"1106","(aldosterone,endothelin-1)",27,0,0
"1107","(resveratrol,at1r)",6,0,0
"1108","(cisapride,cyp3a4)",13,1,0
"1109","(indomethacin,5-lipoxygenase)",39,0,0
"1110","(cilastatin,dehydropeptidase-i)",12,0,1
"1111","(dtic,cyp1a1)",10,0,0
"1112","(genistein,il-1)",29,0,0
"1113","(cilostazol,mcp-1)",6,0,0
"1114","(mitoxantrone,g-csf)",12,0,0
"1115","(theophylline,ml-1)",20,0,0
"1116","(genistein,chk2)",9,0,0
"1117","(cisplatin,octn2)",6,0,0
"1118","(celecoxib,vegf-c)",7,0,0
"1119","(fluconazole,ugt2b7)",5,0,0
"1120","(metformin,igf-i)",9,0,0
"1121","(lidocaine,cyp3a4)",16,1,0
"1122","(rapamycin,foxo1)",10,0,0
"1123","(resveratrol,pi3k)",12,0,0
"1124","(fk506,hsp70)",7,0,0
"1125","(rimonabant,adiponectin)",20,0,0
"1126","(forskolin,nnos)",7,0,0
"1127","(cisplatin,plaa)",5,0,0
"1128","(metformin,glp-1)",38,0,0
"1129","(arsenite,cgl-2)",6,0,0
"1130","(estradiol,kallikrein)",14,0,0
"1131","(trabectedin,p-gp)",9,0,0
"1132","(ceftriaxone,glt-1)",33,0,0
"1133","(quinidine,cyp2d6)",103,1,0
"1134","(pyridoxal,gad65)",6,0,0
"1135","(fulvestrant,egfr)",8,0,0
"1136","(sorafenib,flt3)",18,1,1
"1137","(ziprasidone,bdnf)",5,0,0
"1138","(sorafenib,p-gp)",6,0,0
"1139","(estradiol,ghrh)",14,0,0
"1140","(methylphenidate,darpp-32)",5,0,0
"1141","(ara-c,ifn-alpha)",36,0,0
"1142","(taurine,lox-1)",6,0,0
"1143","(daunorubicin,p-gp)",56,1,0
"1144","(fenofibrate,ppar)",40,1,1
"1145","(permethrin,nets)",59,0,0
"1146","(lapatinib,cyp3a4)",5,0,0
"1147","(captopril,mmp-9)",12,0,0
"1148","(dexamethasone,myostatin)",11,0,0
"1149","(vasopressin,hsp27)",16,0,0
"1150","(captopril,mmp-2)",10,0,1
"1151","(dhea,sulfotransferase)",57,0,0
"1152","(calcitriol,il-10)",10,0,0
"1153","(amitriptyline,eaat3)",7,0,0
"1154","(staurosporine,pkc-zeta)",6,0,0
"1155","(piperazine,5-ht1a)",52,0,0
"1156","(piperazine,5-ht1b)",24,0,0
"1157","(simvastatin,niddm)",9,0,0
"1158","(fk506,hsp56)",16,0,0
"1159","(rapamycin,foxp3)",41,0,0
"1160","(melatonin,cyp1a2)",12,0,0
"1161","(fentanyl,cyp3a4)",14,1,0
"1162","(warfarin,vkor)",32,0,1
"1163","(norepinephrine,inositol)",142,0,0
"1164","(chloramphenicol,beta-actin)",5,0,0
"1165","(gm-csf,mcp-1)",29,0,0
"1166","(sn-38,beta-glucuronidase)",14,0,0
"1167","(carvedilol,cx43)",5,0,1
"1168","(fasudil,enos)",7,0,0
"1169","(gefitinib,pten)",13,0,0
"1170","(citalopram,cyp2d6)",12,1,0
"1171","(gemcitabine,hsp27)",7,0,0
"1172","(mexiletine,lqt3)",8,1,1
"1173","(verapamil,mrp1)",17,0,0
"1174","(il-2,timp-1)",8,0,0
"1175","(ndga,indo)",9,0,0
"1176","(tacrolimus,cyp3a4)",47,0,0
"1177","(tacrolimus,cyp3a5)",160,0,0
"1178","(memantine,nachr)",5,0,0
"1179","(eletriptan,5-ht1b)",7,0,1
"1180","(norepinephrine,rbp4)",7,0,0
"1181","(rapamycin,pai-1)",8,0,0
"1182","(rapamycin,pdk1)",7,0,0
"1183","(cisplatin,nat1)",6,0,0
"1184","(fenfluramine,5-ht2c)",6,0,1
"1185","(thyroxine,calcitonin)",10,0,0
"1186","(tamoxifen,artn)",6,0,0
"1187","(cetuximab,kras)",230,1,0
"1188","(phencyclidine,nachr)",6,0,0
"1189","(propofol,p2x7)",7,0,0
"1190","(temsirolimus,vegf)",5,0,0
"1191","(noradrenaline,gnrh)",17,0,0
"1192","(venlafaxine,bdnf)",14,0,0
"1193","(aldosterone,igf-i)",10,0,0
"1194","(doxorubicin,skp2)",5,0,0
"1195","(corticosteroids,hips)",12,0,0
"1196","(l-citrulline,ddah)",13,0,1
"1197","(pitavastatin,abca1)",8,0,0
"1198","(doxorubicin,cox-2)",16,0,0
"1199","(cyclophosphamide,cholinesterase)",8,0,0
"1200","(azithromycin,copd)",15,0,0
"1201","(theophylline,cyp1a2)",54,1,0
"1202","(aldosterone,cox-2)",13,0,0
"1203","(ramipril,aire)",14,0,0
"1204","(curcumin,ppar-gamma)",21,0,0
"1205","(aldosterone,romk)",14,0,0
"1206","(tadalafil,pde5)",84,0,1
"1207","(genistein,her2)",8,0,0
"1208","(gemfibrozil,pai-1)",16,0,0
"1209","(indomethacin,cgrp)",15,0,0
"1210","(simvastatin,cyp3a)",7,1,0
"1211","(indomethacin,bfgf)",20,0,0
"1212","(chloramphenicol,pomc)",10,0,0
"1213","(troglitazone,ppar)",62,0,0
"1214","(leuprolide,gnrh)",165,0,0
"1215","(acetazolamide,copd)",11,0,0
"1216","(hyaluronan,stabilin-2)",5,0,0
"1217","(dexamethasone,5-lipoxygenase)",9,0,0
"1218","(n-acetylcysteine,cox-2)",8,0,0
"1219","(atra,pi3k)",10,0,0
"1220","(fluorescein,srbc)",6,0,0
"1221","(flutamide,aromatase)",14,0,0
"1222","(cci-779,mtor)",51,0,1
"1223","(ranibizumab,vegf)",73,0,1
"1224","(etodolac,cox-2)",65,0,1
"1225","(cyclophosphamide,etanercept)",7,0,0
"1226","(ornithine,inos)",11,0,0
"1227","(beta-estradiol,gnrh)",19,0,0
"1228","(hyaluronan,mmp-13)",6,0,0
"1229","(oxytocin,ghrelin)",9,0,0
"1230","(atra,irf-1)",20,0,0
"1231","(forskolin,vegf)",19,0,0
"1232","(cyclosporine,rapa)",23,0,0
"1233","(etoposide,xiap)",6,0,0
"1234","(prasugrel,p2y12)",35,0,1
"1235","(ezetimibe,niemann-pick)",30,0,0
"1236","(docetaxel,dlts)",16,0,0
"1237","(forskolin,egr-1)",12,0,0
"1238","(bacitracin,lhrh)",8,0,0
"1239","(nicardipine,cyp3a)",8,0,0
"1240","(tacrolimus,ifn-gamma)",9,0,0
"1241","(vasopressin,v1ar)",68,0,1
"1242","(pioglitazone,ctgf)",6,0,0
"1243","(metyrapone,cort)",13,0,0
"1244","(norepinephrine,maoa)",8,0,0
"1245","(atra,cyp26)",22,0,0
"1246","(imatinib,bcrp)",22,1,0
"1247","(cisplatin,ikappabalpha)",7,0,0
"1248","(glutaraldehyde,srbc)",6,0,0
"1249","(atra,fr-beta)",10,0,0
"1250","(cisplatin,napa)",9,0,0
"1251","(geldanamycin,grp94)",7,0,0
"1252","(moxifloxacin,herg)",18,1,0
"1253","(pioglitazone,ppargamma)",167,0,1
